"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus
118.6,160,0.026,0.56,3.4,0.3287799999999994
114.0,170,0.008,0.46,17.1,0.4681509999999962
104.0,260,0.035,2.37,33.9,0.5215829999999977
132.6,305,0.008,0.42,4.1,0.2913320000000022
138.0,210,0.01,0.23,2.1,0.1526370000000003
126.8,105,0.003,0.26,5.3,0.42322299999999624
113.3,470,0.037,0.4,4.5,0.30736400000000125
130.1,380,0.012,0.59,9.8,0.48116599999999415
102.0,200,0.008,0.28,1.8,0.17635500000000007
115.4,180,0.008,0.39,6.0,0.4479309999999956
107.4,190,0.005,0.43,5.9,0.44021199999999544
139.8,300,0.065,1.67,3.7,0.4001620000000001
149.0,250,0.024,0.25,1.0,0.10835100000000128
150.3,300,0.016,0.23,4.5,0.28329000000000176
107.0,200,0.021,0.73,16.9,0.4736589999999957
104.4,140,0.007,0.35,2.3,0.2126599999999982
100.9,160,0.025,0.33,4.6,0.30812600000000123
116.1,220,0.018,0.99,57.4,0.4906839999999959
116.7,190,0.006,0.56,8.1,0.465951999999994
199.3,200,0.009,0.37,3.9,0.2828810000000023
141.0,95,0.017,0.46,1.4,0.1921979999999994
116.2,330,0.097,1.73,4.2,0.4193399999999995
113.4,270,0.109,2.8,12.5,1.0318110000000023
200.6,180,0.1,0.72,7.2,0.46750099999999467
153.1,210,0.016,0.46,6.6,0.4571229999999954
152.26,320,0.019,0.69,6.7,0.4630069999999948
109.0,180,0.027,0.68,11.6,0.4527629999999961
117.0,290,0.02,0.77,4.1,0.33408499999999924
109.0,140,0.004,0.22,1.1,0.10233800000000123
172.9,240,0.043,0.94,4.9,0.4138369999999975
109.4,245,0.006,0.8,13.7,0.4736589999999957
116.0,360,0.008,0.7,92.9,0.4736589999999957
89.2,105,0.012,0.34,3.7,0.284298000000002
79.0,380,0.005,0.3,8.0,0.4583649999999945
106.0,340,0.008,0.27,13.4,0.46620599999999635
104.4,150,0.009,0.5,58.9,0.4717559999999958
131.8,160,0.003,0.46,6.4,0.45270299999999547
114.7,240,0.003,0.29,0.9,0.11598600000000137
144.3,270,0.011,0.4,4.8,0.3140770000000011
164.6,120,0.014,0.53,4.4,0.3393729999999993
125.3,155,0.01,0.41,4.8,0.31408900000000106
128.6,190,0.008,0.31,4.1,0.27775700000000214
142.3,415,0.05,0.54,214.0,0.4729069999999958
109.1,145,0.013,0.44,49.4,0.46734399999999626
110.4,295,0.006,0.4,5.0,0.3738939999999995
118.5,230,0.004,0.49,10.2,0.47630799999999446
101.9,220,0.009,0.42,4.9,0.37363499999999944
119.6,190,0.006,0.64,8.6,0.482114999999994
122.0,-99,0.01,0.37,2.2,0.21265699999999813
113.5,280,0.006,0.34,6.7,0.45559699999999537
93.7,310,0.015,0.77,24.8,0.4736589999999957
110.1,345,0.025,1.2,38.3,0.49797699999999595
119.2,275,0.016,0.53,11.5,0.45200299999999616
113.1,205,0.009,0.42,5.7,0.4321049999999956
122.8,560,0.02,0.71,8.0,0.46656599999999393
109.0,390,0.01,0.23,7.2,0.4590169999999953
129.2,130,0.001,0.36,2.9,0.2776460000000009
148.5,510,0.007,0.81,46.4,0.4736589999999957
106.0,400,0.014,0.43,3.0,0.2801030000000009
127.8,320,0.008,0.53,24.6,0.4728989999999958
124.6,490,0.011,0.33,2.7,0.2623650000000007
107.6,440,0.013,0.86,34.3,0.4737649999999957
106.7,285,0.002,0.8,1.0,0.27710299999999827
125.0,200,0.016,0.22,5.3,0.4226579999999963
99.2,130,0.009,0.26,3.9,0.2533850000000024
132.3,140,0.012,0.34,2.9,0.27556300000000084
127.5,320,0.013,0.48,8.9,0.4788199999999943
109.9,435,0.036,0.27,41.1,0.46620599999999635
117.1,340,0.041,0.56,141.0,0.47329899999999575
114.4,250,0.018,0.72,5.1,0.39845299999999745
143.2,145,0.009,0.43,6.6,0.4562599999999954
112.5,205,0.009,0.7,62.9,0.4736589999999957
102.8,450,0.035,0.85,4.2,0.35909799999999853
139.9,560,0.017,0.59,8.1,0.46607199999999394
128.6,190,0.019,0.43,8.0,0.4595769999999945
157.9,305,0.028,0.57,4.9,0.39051299999999795
162.2,130,0.003,0.37,17.6,0.4668169999999963
112.0,430,0.011,0.46,13.2,0.4681509999999962
116.3,340,0.007,0.29,2.9,0.25084800000000124
111.3,230,0.005,0.38,33.0,0.46677999999999625
105.0,340,0.012,0.52,2.5,0.27446099999999907
114.3,300,0.051,0.79,6.4,0.45900299999999483
108.0,360,0.014,0.61,5.9,0.44701599999999464
98.0,400,0.018,0.42,5.9,0.44021199999999544
-99.0,225,0.006,0.5,31.8,0.5100269999999977
96.4,180,0.016,0.44,31.1,0.46734399999999626
109.0,150,0.068,0.7,99.6,0.4736389999999957
147.0,190,0.004,0.49,4.8,0.3217340000000004
102.8,120,0.028,0.61,4.9,0.39084199999999786
101.2,200,0.001,0.41,1.5,0.19144199999999945
118.0,465,0.04,0.56,8.4,0.46866699999999395
128.9,280,0.007,0.54,8.3,0.46555199999999397
106.0,220,0.037,1.579,6.8,0.5052479999999971
119.7,350,0.04,0.56,6.4,0.45811299999999494
135.8,315,0.013,0.41,5.2,0.4141159999999971
104.8,295,0.013,0.53,9.0,0.48123799999999417
138.5,390,0.008,0.5,9.4,0.4790409999999943
127.9,270,0.023,0.4,6.7,0.45645999999999537
130.0,190,0.018,0.37,3.7,0.285748000000002
128.4,120,0.018,0.9,32.0,0.4854799999999956
178.2,150,0.012,0.39,4.6,0.30925500000000117
127.1,440,0.029,0.74,98.5,0.4736589999999957
122.2,450,0.004,0.59,4.7,0.3468659999999989
122.1,280,0.008,0.34,3.5,0.2857800000000018
108.0,190,0.007,0.48,8.9,0.4788199999999943
118.8,205,0.017,1.18,173.0,0.4978539999999959
120.2,250,0.006,0.39,3.9,0.2817980000000023
125.4,500,0.011,0.75,14.3,0.4736589999999957
114.0,660,0.005,0.37,2.5,0.22517499999999915
87.6,150,0.005,0.44,24.0,0.46734399999999626
127.0,250,0.053,0.6,4.5,0.34253399999999884
99.0,350,0.026,1.15,230.0,0.4978539999999959
137.0,230,0.004,0.39,4.0,0.2821440000000023
105.0,390,0.031,1.15,229.0,0.4978539999999959
108.0,390,0.02,0.21,21.1,0.46594899999999634
120.1,200,0.001,0.49,6.0,0.4514869999999953
150.6,230,0.004,0.37,8.6,0.4737969999999947
130.2,210,0.007,0.39,2.9,0.2761680000000008
146.6,135,0.006,0.65,15.5,0.4736589999999957
156.0,630,0.005,0.34,14.0,0.4666789999999963
129.5,385,0.007,0.67,39.6,0.4736589999999957
119.0,230,0.017,0.54,19.4,0.4728989999999958
114.6,170,0.004,0.4,1.4,0.18797199999999958
118.7,220,0.054,0.7,15.2,0.47366699999999573
108.0,170,0.005,0.37,3.1,0.2862790000000011
139.0,240,0.003,0.18,2.2,0.14763300000000001
104.2,240,0.001,0.5,2.8,0.28422099999999983
143.5,240,0.029,0.88,5.1,0.4092179999999972
108.3,260,0.012,0.58,4.4,0.34266899999999917
117.3,655,0.03,0.98,4.7,0.38765799999999795
186.9,220,0.016,0.32,7.4,0.4588209999999946
93.7,350,0.006,0.73,4.7,0.3481359999999988
132.7,200,0.005,0.4,3.6,0.2862450000000019
90.0,150,0.006,0.36,1.7,0.20228099999999902
121.3,295,0.005,0.4,30.0,0.46728799999999626
124.3,250,0.003,0.31,8.3,0.45826599999999457
140.0,385,0.06,1.01,11.3,0.4700139999999964
103.0,255,0.009,0.44,17.2,0.46734399999999626
118.2,150,0.008,0.49,2.9,0.2833350000000003
109.7,150,0.005,0.5,8.8,0.4794549999999942
110.0,170,0.096,0.75,35.6,0.4736079999999957
100.4,160,0.01,0.38,3.9,0.2818900000000023
120.3,230,0.008,0.49,13.6,0.4710659999999959
137.0,380,0.021,0.49,6.3,0.4547549999999952
96.6,270,0.023,0.4,2.9,0.2762210000000007
146.2,190,0.005,0.37,2.8,0.2711090000000005
117.9,130,0.006,0.5,4.3,0.31282900000000063
142.0,130,0.02,0.45,6.3,0.4514829999999955
102.0,140,0.025,0.89,8.6,0.495224999999994
101.3,210,0.012,0.51,5.2,0.42183799999999627
125.3,290,0.027,0.67,7.0,0.4674019999999947
96.0,500,0.014,0.6,11.6,0.4525229999999961
107.0,360,0.06,1.16,6.9,0.4968609999999957
132.7,160,0.006,0.62,2.1,0.2862539999999974
153.0,190,0.003,0.46,1.6,0.20376299999999903
183.4,350,0.01,0.37,9.0,0.4740799999999946
132.0,150,0.005,0.36,55.2,0.4668169999999963
110.0,170,0.047,0.55,3.7,0.32654099999999986
122.8,290,0.033,0.51,6.5,0.456651999999995
160.8,300,0.069,0.58,3.6,0.32909899999999953
102.0,480,0.012,0.52,5.5,0.43735799999999464
145.3,345,0.006,0.45,9.5,0.4742189999999946
136.1,185,0.082,0.83,7.5,0.467141999999994
99.4,210,0.002,0.37,6.4,0.4511149999999956
107.5,370,0.012,0.59,20.8,0.4734189999999957
113.9,200,0.011,1.06,4.3,0.38242199999999843
109.3,340,0.006,0.72,29.4,0.4736589999999957
147.5,335,0.005,0.34,8.2,0.4587419999999945
109.3,260,0.025,0.57,9.4,0.4811479999999942
105.0,190,0.006,0.45,23.0,0.4674209999999962
101.5,210,0.003,0.31,6.3,0.4499949999999956
141.2,265,0.008,0.44,2.7,0.26721000000000045
122.0,265,0.014,0.43,12.7,0.46798199999999623
123.5,195,0.02,0.37,2.0,0.20776499999999823
110.0,180,0.011,0.49,8.6,0.47817299999999435
137.5,190,0.005,0.34,4.3,0.2980680000000017
123.7,200,0.013,0.44,19.8,0.46734399999999626
95.0,345,0.047,0.6,10.2,0.47924599999999434
106.6,235,0.012,0.45,4.1,0.293014000000002
114.4,155,0.02,0.39,0.9,0.15375300000000058
103.0,110,0.008,0.82,86.7,0.4735489999999957
112.6,310,0.016,0.62,15.0,0.4734189999999957
199.0,500,0.007,0.36,1.5,0.1915489999999995
101.0,390,0.005,0.52,30.2,0.4728989999999958
130.9,145,0.012,0.26,39.2,0.46620599999999635
96.0,130,0.018,0.47,6.9,0.461856999999995
113.0,130,0.012,0.65,8.9,0.482761999999994
114.0,420,0.014,0.48,7.7,0.4636959999999942
108.5,195,0.024,0.42,4.7,0.315527000000001
100.9,190,0.008,0.44,7.6,0.46036199999999455
107.0,310,0.029,0.52,4.7,0.3445269999999992
87.0,370,0.011,0.64,22.5,0.4736589999999957
115.0,200,0.015,0.38,2.3,0.21375699999999806
101.0,155,0.008,0.39,4.9,0.3727359999999994
103.0,250,0.014,0.46,2.6,0.24823400000000004
105.7,190,0.016,0.46,2.3,0.21805999999999787
110.0,180,0.015,0.39,18.6,0.46728799999999626
105.0,85,0.002,0.37,8.0,0.45897899999999453
142.2,145,0.001,0.41,3.4,0.2859700000000018
145.2,155,0.049,0.74,1.7,0.2833039999999972
101.0,100,0.003,0.29,1.4,0.15835600000000033
138.0,1120,0.019,0.21,2.0,0.14913300000000027
112.0,160,0.136,0.9,26.5,0.4858759999999956
118.5,260,0.036,0.98,238.0,0.49057099999999587
137.8,360,0.11,1.8,27.8,0.5108749999999972
101.5,340,0.008,0.38,6.4,0.45107799999999554
112.0,350,0.032,1.61,30.4,0.5050339999999971
135.5,420,0.003,0.28,13.3,0.46620599999999635
157.2,250,0.114,0.51,7.6,0.46506699999999407
168.2,170,0.038,0.62,5.0,0.39195199999999786
140.9,220,0.023,0.64,3.7,0.3261779999999996
114.8,220,0.005,0.57,14.3,0.47340099999999574
112.3,240,0.009,0.39,10.3,0.46810599999999536
118.1,200,0.003,0.46,13.2,0.4681509999999962
113.9,245,0.06,1.84,6.5,0.5059059999999973
110.8,260,0.016,0.6,13.4,0.4734189999999957
138.7,325,0.005,0.52,38.4,0.4728989999999958
140.5,320,0.046,0.33,16.0,0.4666789999999963
148.1,120,0.04,0.54,1.5,0.25860899999999754
122.0,105,0.025,0.51,6.6,0.4607859999999949
141.3,300,0.021,0.75,48.9,0.4736589999999957
108.4,140,0.034,0.71,5.1,0.39834099999999745
116.7,700,0.028,0.76,5.7,0.4410449999999946
110.0,230,0.021,0.79,49.0,0.4736589999999957
108.0,190,0.0319,1.83,23.6,0.5105799999999971
124.0,120,0.008,0.48,4.7,0.3215850000000006
133.0,230,0.008,0.45,2.0,0.21227299999999802
135.4,170,0.017,0.65,9.8,0.48180599999999413
106.5,310,0.031,0.42,47.1,0.46728799999999626
112.0,400,0.07,1.33,77.9,0.501488999999996
118.2,310,0.008,0.49,10.0,0.47786399999999435
139.5,260,0.015,0.31,1.2,0.1434820000000009
111.5,175,0.014,0.61,12.0,0.4525229999999961
103.1,360,0.02,0.63,19.8,0.4734189999999957
106.0,270,0.016,0.39,5.5,0.43000699999999564
138.3,250,0.016,0.51,13.4,0.4717559999999958
127.3,205,0.001,0.47,9.7,0.4755749999999944
116.4,380,0.013,0.16,2.5,0.15090499999999998
144.0,275,0.004,0.59,11.6,0.4525229999999961
87.7,210,0.01,0.5,8.6,0.4793499999999942
109.0,190,0.008,0.96,4.3,0.3772779999999988
139.0,180,0.056,0.83,8.4,0.4692599999999938
118.4,245,0.018,0.57,13.5,0.47340099999999574
103.2,180,0.022,0.46,6.9,0.4611959999999952
108.1,200,0.005,0.4,9.9,0.4740859999999946
114.5,150,0.003,0.51,6.0,0.4525789999999952
88.0,300,0.005,0.51,4.2,0.31762000000000046
135.8,170,0.029,0.78,6.7,0.4630069999999948
116.0,140,0.004,0.39,2.4,0.2225159999999989
96.3,385,0.008,0.47,14.6,0.468776999999996
85.0,190,0.026,0.62,23.2,0.4734189999999957
129.6,380,0.01,0.33,4.2,0.2969580000000018
148.4,190,0.006,0.31,3.7,0.27059900000000203
91.7,410,0.004,0.33,22.2,0.4666789999999963
119.9,220,0.022,0.86,60.5,0.4737649999999957
115.0,500,0.006,0.36,7.8,0.4594309999999946
110.3,300,0.055,1.1,75.0,0.4924649999999959
133.0,360,0.005,0.45,3.6,0.2900290000000017
112.0,200,0.005,0.7,13.7,0.4736589999999957
128.3,220,0.02,0.79,35.1,0.4736589999999957
123.3,420,0.013,0.4,6.9,0.4603329999999952
113.7,275,0.011,0.45,12.9,0.4674209999999962
119.0,260,0.016,1.01,54.3,0.4906839999999959
136.3,200,0.003,0.88,18.8,0.4747109999999958
128.0,170,0.01,0.65,9.3,0.482474999999994
151.2,245,0.006,0.44,6.4,0.4518959999999955
122.9,295,0.005,0.33,5.1,0.38059699999999885
103.0,100,0.054,0.88,49.7,0.4747109999999958
117.3,255,0.011,0.66,6.3,0.45825499999999486
101.0,310,0.141,1.46,16.6,0.5027639999999968
142.0,165,0.044,0.49,5.3,0.4301489999999957
160.2,310,0.012,0.57,10.8,0.46647699999999537
106.2,120,0.009,0.58,10.3,0.4748039999999948
129.0,320,0.028,0.66,6.7,0.4630069999999948
126.0,200,0.002,0.44,6.2,0.45140599999999553
83.7,150,0.014,0.42,19.8,0.46728799999999626
78.0,310,0.006,0.15,3.8,0.2396440000000022
137.6,200,0.018,0.83,24.7,0.4737369999999957
150.0,160,0.004,1.92,139.0,0.5112249999999973
115.2,175,0.008,0.37,3.4,0.28742200000000173
144.3,750,0.039,0.49,343.0,0.4710659999999959
106.0,95,0.011,0.36,5.5,0.42938799999999566
97.5,190,0.111,2.5,14.1,0.5440749999999978
102.7,160,0.01,0.45,4.5,0.31042500000000106
94.5,350,0.036,1.35,117.0,0.501488999999996
152.3,250,0.072,4.3,1.7,0.37865499999999863
103.5,200,0.018,0.76,7.4,0.46709199999999407
91.5,140,0.008,0.46,4.1,0.293290000000002
112.5,290,0.024,0.82,131.0,0.4735489999999957
99.3,290,0.01,0.54,21.9,0.4728989999999958
129.7,330,0.028,1.69,9.8,0.5197929999999957
112.1,160,0.004,0.45,6.2,0.4514829999999955
126.9,310,0.008,0.46,3.2,0.2908050000000009
135.0,440,0.01,0.54,10.0,0.48064599999999424
112.0,135,0.002,0.28,7.0,0.45912399999999526
122.8,300,0.005,0.52,1.5,0.2382669999999978
141.0,200,0.163,0.96,2.6,0.3465439999999987
95.0,300,0.091,2.9,613.0,1.0247180000000027
118.1,245,0.005,0.4,15.3,0.46728799999999626
142.2,265,0.072,0.89,91.6,0.48545199999999555
99.6,230,0.013,1.25,46.3,0.501400999999996
166.0,245,0.011,0.41,1.9,0.20785299999999834
148.6,225,0.01,0.32,2.6,0.22580099999999984
116.8,230,0.004,0.34,2.6,0.2424320000000001
100.0,370,0.024,0.76,32.1,0.4736589999999957
122.5,175,0.036,0.35,11.8,0.44564599999999677
141.0,140,0.1,1.4,16.7,0.501953999999996
109.7,530,0.054,1.95,207.0,0.5218139999999977
98.4,380,0.009,0.52,16.4,0.4728989999999958
111.7,200,0.049,0.52,16.8,0.4729069999999958
102.8,135,0.011,0.58,34.0,0.47340099999999574
160.0,450,0.008,0.4,3.8,0.28111600000000225
101.0,340,0.045,1.16,14.9,0.4978539999999959
107.4,250,0.031,0.6,33.2,0.4734189999999957
113.0,150,0.014,0.68,10.1,0.48180599999999413
135.8,120,0.103,1.0,8.5,0.4976669999999942
131.3,185,0.012,0.63,13.6,0.4734189999999957
120.7,180,0.048,2.5,359.0,0.5440749999999978
81.7,180,0.006,0.39,2.8,0.2701280000000004
111.3,500,0.009,0.57,54.9,0.47340099999999574
134.6,190,0.01,0.36,3.9,0.2835180000000024
123.5,350,0.01,0.41,6.1,0.44844699999999554
113.2,380,0.012,0.43,2.5,0.22734999999999905
117.0,220,0.004,0.44,5.9,0.4402679999999955
118.7,150,0.022,0.63,5.2,0.4255259999999958
145.0,260,0.029,0.47,3.3,0.29420900000000066
137.6,305,0.053,0.7,4.2,0.3371949999999991
113.0,300,0.015,0.7,31.7,0.4736589999999957
145.9,390,0.018,0.47,56.9,0.468776999999996
137.7,650,0.004,0.48,6.8,0.4632299999999949
101.0,190,0.01,0.85,7.8,0.46719399999999406
131.3,300,0.04,0.87,4.4,0.36421899999999846
159.2,155,0.035,0.5,5.6,0.437054999999995
101.0,220,0.014,0.77,16.0,0.4736589999999957
105.0,215,0.014,0.47,23.4,0.468776999999996
102.0,210,0.012,0.38,6.7,0.4556979999999954
115.7,250,0.063,0.99,159.0,0.49065599999999593
123.4,295,0.004,0.38,5.8,0.4396199999999955
120.5,175,0.051,0.46,5.0,0.3770329999999993
109.0,170,0.012,0.4,7.8,0.4600289999999946
114.1,275,0.007,0.44,8.1,0.4595339999999945
105.0,360,0.032,3.75,71.3,1.2899170000000022
106.5,220,0.007,0.51,7.2,0.46530499999999475
105.2,280,0.005,0.34,3.6,0.2860990000000018
127.5,330,0.012,0.56,6.2,0.45753799999999495
122.5,560,0.011,0.45,18.5,0.4674209999999962
104.0,170,0.083,0.3,2.0,0.1846899999999993
97.0,310,0.01,0.39,3.8,0.28137200000000223
128.9,120,0.006,0.64,4.9,0.39117299999999783
118.0,160,0.005,0.49,11.9,0.4498899999999963
134.0,250,0.041,1.49,10.2,0.5141299999999954
110.4,550,0.021,0.69,40.4,0.4736589999999957
96.7,680,0.005,0.31,10.6,0.4641229999999956
104.1,200,0.002,0.87,20.9,0.4737649999999957
104.6,660,0.004,0.84,6.8,0.4667319999999947
111.0,285,0.017,0.43,1.7,0.20571799999999887
146.2,325,0.012,0.5,8.1,0.464219999999994
141.0,180,0.01,0.34,3.1,0.2845780000000012
115.0,230,0.003,0.46,5.7,0.4329679999999955
120.4,295,0.011,0.41,5.7,0.4319719999999956
94.5,230,0.01,0.39,36.4,0.46728799999999626
111.0,125,0.004,0.4,2.9,0.2758350000000008
120.1,155,0.022,0.76,26.6,0.4736589999999957
109.7,190,0.07,0.98,8.6,0.5010659999999942
127.5,240,0.007,0.48,3.2,0.29415100000000066
103.6,380,0.01,0.21,20.0,0.46594899999999634
129.0,160,0.028,0.48,11.4,0.4498899999999963
106.4,390,0.004,0.69,35.8,0.4736589999999957
109.0,130,0.022,0.43,3.6,0.28843100000000194
136.6,150,0.003,0.46,6.6,0.4571229999999954
157.0,330,0.036,0.68,2.1,0.28579599999999733
116.0,30,0.016,0.55,7.8,0.46657299999999413
114.7,270,0.033,0.49,8.1,0.46304299999999415
115.2,250,0.031,0.76,3.0,0.32337399999999833
105.0,220,0.006,0.52,5.8,0.4462619999999948
94.4,650,0.006,0.53,65.7,0.4728989999999958
133.2,140,0.024,0.51,3.6,0.30704700000000057
155.4,265,0.001,0.18,2.6,0.16708300000000037
105.0,110,0.003,0.41,3.7,0.2844210000000021
111.5,170,0.009,0.85,35.6,0.4737649999999957
99.0,470,0.018,0.64,4.1,0.33079099999999956
135.9,320,0.029,0.85,39.1,0.4737649999999957
108.0,420,0.011,0.37,3.6,0.28758400000000184
143.2,150,0.059,1.2,12.0,0.47742999999999636
107.9,220,0.004,0.33,2.7,0.2620830000000008
95.7,800,0.028,0.83,258.0,0.4737369999999957
110.6,270,0.007,0.31,4.6,0.29946400000000134
